Branching	Index	Inherit	Length	Load	Nesting	Number	Sharing	filename	CPA	Time
2	15381	True	13	95	0	2	1	model-15381.graphml	UNSCHED	0.12092085400001906
2	15382	True	13	95	0	2	1	model-15382.graphml	UNSCHED	0.12543268900003568
2	15383	True	13	95	0	2	1	model-15383.graphml	UNSCHED	0.49335863200008134
2	15384	True	13	95	0	2	1	model-15384.graphml	UNSCHED	0.20044715000005908
2	15385	True	13	95	0	2	1	model-15385.graphml	UNSCHED	0.12512129799995364
2	15386	True	13	95	0	2	1	model-15386.graphml	UNSCHED	0.16840850000005503
2	15387	True	13	95	0	2	1	model-15387.graphml	UNSCHED	0.10177663199999643
2	15388	True	13	95	0	2	1	model-15388.graphml	UNSCHED	0.10950572000001557
2	15389	True	13	95	0	2	1	model-15389.graphml	UNSCHED	0.12843596800007617
2	15390	True	13	95	0	2	1	model-15390.graphml	UNSCHED	0.4903720130000693
2	15391	True	13	98	0	2	1	model-15391.graphml	UNSCHED	0.2762986750000209
2	15392	True	13	98	0	2	1	model-15392.graphml	UNSCHED	0.17601513899990096
2	15393	True	13	98	0	2	1	model-15393.graphml	UNSCHED	0.40607364599998164
2	15394	True	13	98	0	2	1	model-15394.graphml	UNSCHED	0.3907122220000474
2	15395	True	13	98	0	2	1	model-15395.graphml	UNSCHED	0.15822146699997575
2	15396	True	13	98	0	2	1	model-15396.graphml	UNSCHED	0.12176162100001875
2	15397	True	13	98	0	2	1	model-15397.graphml	UNSCHED	0.11442034700007753
2	15398	True	13	98	0	2	1	model-15398.graphml	UNSCHED	0.5014299009999377
2	15399	True	13	98	0	2	1	model-15399.graphml	UNSCHED	0.11503961400001117
2	15400	True	13	98	0	2	1	model-15400.graphml	UNSCHED	0.12685803900001247
1	15401	True	13	50	0	2	2	model-15401.graphml	UNSCHED	19.954672361999997
1	15402	True	13	50	0	2	2	model-15402.graphml	UNSCHED	7.1709758120000515
1	15403	True	13	50	0	2	2	model-15403.graphml	UNSCHED	13.907988483000054
1	15404	True	13	50	0	2	2	model-15404.graphml	UNSCHED	24.578202289000046
1	15405	True	13	50	0	2	2	model-15405.graphml	UNSCHED	6.1077312639999946
1	15406	True	13	50	0	2	2	model-15406.graphml	UNSCHED	13.15717534800001
1	15407	True	13	50	0	2	2	model-15407.graphml	UNSCHED	6.219099388000018
1	15408	True	13	50	0	2	2	model-15408.graphml	UNSCHED	9.340109612999981
1	15409	True	13	50	0	2	2	model-15409.graphml	UNSCHED	15.80743053599997
1	15410	True	13	50	0	2	2	model-15410.graphml	UNSCHED	15.076757264000094
1	15411	True	13	60	0	2	2	model-15411.graphml	UNSCHED	7.602639593000049
1	15412	True	13	60	0	2	2	model-15412.graphml	UNSCHED	12.321289620000016
1	15413	True	13	60	0	2	2	model-15413.graphml	UNSCHED	4.524912524000001
1	15414	True	13	60	0	2	2	model-15414.graphml	UNSCHED	8.397773233999942
1	15415	True	13	60	0	2	2	model-15415.graphml	UNSCHED	22.04753009500007
1	15416	True	13	60	0	2	2	model-15416.graphml	UNSCHED	2.920681725999998
1	15417	True	13	60	0	2	2	model-15417.graphml	UNSCHED	22.93733287900011
1	15418	True	13	60	0	2	2	model-15418.graphml	UNSCHED	4.518323037000073
1	15419	True	13	60	0	2	2	model-15419.graphml	UNSCHED	10.41484459000003
1	15420	True	13	60	0	2	2	model-15420.graphml	UNSCHED	4.7094386419998955
1	15421	True	13	70	0	2	2	model-15421.graphml	UNSCHED	4.486653879999949
1	15422	True	13	70	0	2	2	model-15422.graphml	UNSCHED	3.1567083279999224
1	15423	True	13	70	0	2	2	model-15423.graphml	UNSCHED	3.690985284999897
1	15424	True	13	70	0	2	2	model-15424.graphml	UNSCHED	2.264453626000204
1	15425	True	13	70	0	2	2	model-15425.graphml	UNSCHED	3.853354715000023
